listing_id,platform,city,state,brand,model,variant,manufacturing_year,kilometers_driven,engine_capacity_cc,mileage_kmpl,transmission,fuel_type,number_of_owners,seller_type,warranty_status,insurance_validity,scraped_date,raw_price
PW_IND_18326,Bikes24,Delhi-NCR,Delhi,Bajaj,Pulsar NS200,Dual Channel ABS,2017,95775,199.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-06-01,"₹ 46,000"
PW_IND_13744,Quikr,Hyderabad,Telangana,Yamaha,MT-15,V2 MotoGP,2020,38153,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-26,"₹ 76,400.00"
PW_IND_11041,OLX,Hyderabad,Telangana,Yamaha,RayZR 125,Fi Hybrid,2022,36953,125.0,54.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-01-17,47700
PW_IND_12542,OLX,Lucknow,Uttar Pradesh,Hero,Xpulse 200,4V Rally,2022,49452,200.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-07-16,"₹ 85,700.00"
PW_IND_14455,BikeDekho,Bengaluru,Karnataka,KTM,RC 390,Factory Racing,2020,46696,373.0,27.0,Manual,Petrol,4th Owner,Dealer,No Warranty,Comprehensive,2026-06-24,93000
PW_IND_10851,OLX,Kolkata,West Bengal,KTM,Duke 390,Gen-3 Dark Galvano,2016,121072,373.0,28.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-04-01,"48,100"
PW_IND_18143,Droom,Delhi-NCR,Delhi,Hero,Passion Pro,Drum,2022,36774,113.0,60.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-04-02,"₹ 52,500.00"
PW_IND_19614,CarTrade,Ahmedabad,Gujarat,Honda,CB Shine,SP,2018,71614,125.0,58.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-08-08,"19,100"
PW_IND_12223,OLX,Ahmedabad,Gujarat,Honda,Unicorn,Standard,2020,84364,160.0,50.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-07-15,"₹ 39,000.00"
PW_IND_18627,Bikes24,Kolkata,West Bengal,Royal Enfield,Bullet 350,Standard ES,2020,34844,346.0,38.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-08-23,"₹ 93,500.00"
PW_IND_16962,BikeWale,Hyderabad,Telangana,Hero,Xpulse 200,4V Rally,2018,91649,,40.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Expired,2026-02-10,68000
PW_IND_13058,Quikr,Delhi-NCR,Delhi,Suzuki,Gixxer 250,Dual ABS,2023,22032,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-19,"₹ 127,700.00"
PW_IND_17219,Droom,Ahmedabad,Gujarat,Hero,Splendor Plus,Self Start i3S,2015,127690,97.0,65.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-08,15000
PW_IND_13313,Quikr,Chennai,Tamil Nadu,TVS,Apache RTR 200,4V Dual ABS,2018,99473,198.0,39.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-02,"37,300"
PW_IND_13177,Quikr,Mumbai,Maharashtra,TVS,Sport,ES,2017,55765,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-22,"17,500"
PW_IND_18994,Bikes24,Ahmedabad,Gujarat,Hero,HF Deluxe,Kick Start,2020,38828,97.0,68.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-08-16,"45,500"
PW_IND_14510,BikeDekho,Delhi-NCR,Delhi,Honda,Activa 125,Disc,2015,90709,124.0,50.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-06-15,"₹ 16,400.00"
PW_IND_14019,BikeDekho,Delhi-NCR,Delhi,Bajaj,Pulsar NS200,Dual Channel ABS,2021,43998,199.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-07-27,"₹ 72,200.00"
PW_IND_11270,OLX,Bengaluru,Karnataka,Royal Enfield,Himalayan,Pine Green,2021,37628,411.0,32.0,Manual,Petrol,3rd Owner,Dealer,No Warranty,Comprehensive,2026-08-12,"₹ 79,600"
PW_IND_12457,OLX,Mumbai,Maharashtra,Suzuki,Gixxer 250,Dual ABS,2020,72393,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-22,"68,500"
PW_IND_18554,Bikes24,Delhi-NCR,Delhi,Suzuki,Gixxer 250,Dual ABS,2013,75063,249.0,35.0,Manual,Petrol,4th Owner,Dealer,6 Months Warranty,Comprehensive,2026-06-26,"₹ 22,200.00"
PW_IND_12576,OLX,Ahmedabad,Gujarat,Suzuki,Access 125,Ride Connect,2018,70011,124.0,52.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-06-22,"₹ 23,600.00"
PW_IND_15624,BikeDekho,Jaipur,Rajasthan,Hero,Glamour,Disc,2014,69185,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-01-08,"₹ 15,000"
PW_IND_16841,BikeWale,Chennai,Tamil Nadu,Royal Enfield,Classic 350,Dual Channel ABS,2021,38083,349.0,35.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-02-26,"₹ 100,600"
PW_IND_19459,CarTrade,Chennai,Tamil Nadu,Bajaj,Pulsar 150,Twin Disc,2016,61605,149.0,48.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-01-26,"₹ 30,900"
PW_IND_14980,BikeDekho,Jaipur,Rajasthan,Bajaj,Avenger Cruise 220,Standard,2015,79296,220.0,38.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Third-Party,2026-08-03,29300
PW_IND_11758,OLX,Ahmedabad,Gujarat,Hero,Xpulse 200,4V Rally,2024,12091,200.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-18,"₹ 140,200.00"
PW_IND_10099,OLX,Bengaluru,Karnataka,KTM,Duke 200,Electronic Orange,2018,55314,199.0,33.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-08-26,"₹ 55,600"
PW_IND_16126,BikeWale,Chennai,Tamil Nadu,Suzuki,Burgman Street,EX,2019,66458,,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-25,"₹35,100"
PW_IND_11788,OLX,Hyderabad,Telangana,KTM,Duke 200,Electronic Orange,2024,20943,199.0,33.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-05-11,"₹ 153,600.00"
PW_IND_15560,BikeDekho,Delhi-NCR,Delhi,Hero,HF Deluxe,Kick Start,2018,59331,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-07-16,"15,000"
PW_IND_12727,OLX,Ahmedabad,Gujarat,Royal Enfield,Hunter 350,Metro Rebel,2023,35486,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-01-02,132400
PW_IND_14600,BikeDekho,Delhi-NCR,Delhi,Bajaj,Platina 100,ES Drum,2017,94743,102.0,72.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-13,"15,000"
PW_IND_15277,BikeDekho,Jaipur,Rajasthan,TVS,Raider 125,Split Seat,2017,62489,125.0,57.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-26,25700
PW_IND_11871,OLX,Chennai,Tamil Nadu,TVS,Apache RTR 160,4V Special Edition,2013,121933,160.0,45.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-08-20,"₹15,300"
PW_IND_14530,BikeDekho,Chennai,Tamil Nadu,Bajaj,Avenger Cruise 220,Standard,2017,50037,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-05-20,"₹ 43,500.00"
PW_IND_11369,OLX,Ahmedabad,Gujarat,Suzuki,Burgman Street,EX,2016,69114,124.0,,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-21,"₹25,500"
PW_IND_13883,Quikr,Ahmedabad,Gujarat,Hero,Splendor Plus,Self Start i3S,2018,54738,97.0,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-07-02,"₹ 23,500"
PW_IND_18437,Bikes24,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,Dual Channel ABS,2017,100407,199.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-08-17,"49,400"
PW_IND_11011,OLX,Pune,Maharashtra,Bajaj,Platina 100,ES Drum,2012,185329,102.0,72.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-01-16,"₹15,000"
PW_IND_11899,OLX,Mumbai,Maharashtra,Bajaj,Platina 100,ES Drum,2022,31881,102.0,72.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-14,"₹ 44,800"
PW_IND_16554,BikeWale,Pune,Maharashtra,Hero,HF Deluxe,Kick Start,2019,56816,97.0,68.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-06-05,"22,400"
PW_IND_15043,BikeDekho,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2019,48052,125.0,52.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-02-18,38900
PW_IND_13635,Quikr,Jaipur,Rajasthan,TVS,Sport,ES,2017,119728,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-14,15000
PW_IND_13430,Quikr,Chennai,Tamil Nadu,Hero,Xpulse 200,4V Rally,2023,40083,200.0,40.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-03-27,"₹ 92,200"
PW_IND_14990,BikeDekho,Hyderabad,Telangana,Honda,Unicorn,Standard,2018,84702,160.0,50.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-08-21,"₹ 34,000.00"
PW_IND_11199,OLX,Hyderabad,Telangana,KTM,RC 200,GP Edition,2014,90510,199.0,32.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-07-06,32200
PW_IND_13052,Quikr,Mumbai,Maharashtra,KTM,RC 200,GP Edition,2022,47943,199.0,32.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-08-25,"₹ 128,100.00"
PW_IND_16772,BikeWale,Pune,Maharashtra,Royal Enfield,Hunter 350,Metro Rebel,2020,42480,349.0,36.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-06-06,"₹ 85,500"
PW_IND_14057,BikeDekho,Mumbai,Maharashtra,Royal Enfield,Himalayan,Pine Green,2022,29470,411.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-08-05,"₹194,300"
PW_IND_15142,BikeDekho,Ahmedabad,Gujarat,TVS,NTORQ 125,Race XP,2020,36044,125.0,47.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-09,47400
PW_IND_16079,BikeWale,Pune,Maharashtra,Bajaj,Pulsar NS200,Dual Channel ABS,2020,43779,199.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-03-23,72600
PW_IND_14320,BikeDekho,Bengaluru,Karnataka,Hero,Passion Pro,Drum,2019,48269,113.0,60.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-04-09,"₹21,300"
PW_IND_10289,OLX,Lucknow,Uttar Pradesh,KTM,Duke 200,Electronic Orange,2022,48325,199.0,33.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-07-13,"₹ 95,000"
PW_IND_16663,BikeWale,Bengaluru,Karnataka,KTM,Duke 390,Gen-3 Dark Galvano,2017,98343,373.0,28.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-02-09,80700
PW_IND_16131,BikeWale,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,Dual Channel ABS,2020,42891,199.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-08-02,"₹ 75,000.00"
PW_IND_17827,Droom,Chennai,Tamil Nadu,Hero,HF Deluxe,Kick Start,2020,66675,97.0,68.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Third-Party,2026-07-21,"₹ 25,400.00"
PW_IND_18414,Bikes24,Delhi-NCR,Delhi,Suzuki,Gixxer 250,Dual ABS,2022,36434,249.0,35.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-07-23,"₹ 132,100.00"
PW_IND_15345,BikeDekho,Chennai,Tamil Nadu,Royal Enfield,Classic 350,Dual Channel ABS,2019,70773,349.0,35.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Expired,2026-05-21,"₹80,300"
PW_IND_19856,CarTrade,Ahmedabad,Gujarat,Royal Enfield,Bullet 350,Standard ES,2023,31663,346.0,38.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-01-28,"₹98,400"
PW_IND_19132,CarTrade,Lucknow,Uttar Pradesh,Hero,Glamour,Disc,2018,91501,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-19,"₹ 21,600.00"
PW_IND_16144,BikeWale,Hyderabad,Telangana,TVS,Jupiter,ZX SmartXonnect,2021,38271,110.0,56.0,Automatic,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,2026-01-05,"₹ 42,900.00"
PW_IND_16800,BikeWale,Chennai,Tamil Nadu,Bajaj,Avenger Cruise 220,Standard,2023,23626,220.0,38.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-03-07,96900
PW_DUP_20157,Quikr,Jaipur,Rajasthan,TVS,Raider 125,Split Seat,2017,55684,125.0,57.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-08-15,20200
PW_IND_10120,OLX,Hyderabad,Telangana,KTM,Duke 200,Electronic Orange,2014,128971,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-15,"33,000"
PW_IND_15129,BikeDekho,Bengaluru,Karnataka,Bajaj,Dominar 400,Touring Edition,2020,53956,373.0,30.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Expired,2026-01-21,"₹ 131,700"
PW_IND_13079,Quikr,Bengaluru,Karnataka,Yamaha,Aerox 155,Version S,2021,52823,155.0,42.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-20,"82,200"
PW_IND_15740,BikeDekho,Lucknow,Uttar Pradesh,KTM,RC 390,Factory Racing,2017,70875,373.0,27.0,Manual,Petrol,3rd Owner,Dealer,6 Months Warranty,Third-Party,2026-01-14,"₹ 60,100"
PW_IND_19090,CarTrade,Bengaluru,Karnataka,Honda,CB Shine,SP,2018,58391,125.0,58.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-23,26300
PW_IND_14349,BikeDekho,Bengaluru,Karnataka,Royal Enfield,Classic 350,Dual Channel ABS,2021,40449,349.0,35.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Expired,2026-07-06,152400
PW_IND_15074,BikeDekho,Kolkata,West Bengal,Honda,Activa 125,Disc,2020,48531,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-02,"₹ 35,400"
PW_DUP_20093,OLX,Lucknow,Uttar Pradesh,Suzuki,Gixxer 250,Dual ABS,2020,77714,249.0,35.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-08-15,"₹ 93,100"
PW_IND_19771,CarTrade,Kolkata,West Bengal,Hero,Passion Pro,Drum,2015,102757,113.0,60.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-01-25,"₹15,000"
PW_IND_14772,BikeDekho,Delhi-NCR,Delhi,Bajaj,Pulsar 125,Neon,2021,64679,125.0,52.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-05-11,"₹ 47,100.00"
PW_IND_15161,BikeDekho,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2013,130005,373.0,27.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Comprehensive,2026-02-22,36700
PW_IND_11035,OLX,Hyderabad,Telangana,Honda,Unicorn,Standard,2012,99025,160.0,50.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-03-07,"₹ 15,800"
PW_IND_11476,OLX,Mumbai,Maharashtra,Bajaj,Platina 100,ES Drum,2019,79734,102.0,72.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-06,"19,900"
PW_IND_15128,BikeDekho,Lucknow,Uttar Pradesh,Royal Enfield,Himalayan,Pine Green,2019,71449,411.0,32.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,2026-03-17,"92,300"
PW_IND_12474,OLX,Chennai,Tamil Nadu,Yamaha,R15 V4,M Edition,2019,53131,155.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-01-25,"79,900"
PW_IND_19558,CarTrade,Lucknow,Uttar Pradesh,Suzuki,Gixxer SF 150,Standard ABS,2016,87920,155.0,45.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-02-11,"₹ 24,600"
PW_IND_18704,Bikes24,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2019,80363,373.0,28.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,2026-08-17,"₹126,500"
PW_IND_12293,OLX,Bengaluru,Karnataka,Hero,Glamour,Disc,2016,105910,125.0,55.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-01-08,"₹ 16,900"
PW_IND_11949,OLX,Kolkata,West Bengal,Suzuki,Gixxer 250,Dual ABS,2020,58649,249.0,35.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-04-20,"₹ 69,000"
PW_IND_14559,BikeDekho,Lucknow,Uttar Pradesh,Suzuki,Gixxer SF 150,Standard ABS,2016,122702,155.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,2026-03-15,"33,900"
PW_IND_16567,BikeWale,Jaipur,Rajasthan,Yamaha,MT-15,V2 MotoGP,2016,104174,155.0,44.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-03-18,"₹ 28,300"
PW_IND_11532,OLX,Kolkata,West Bengal,TVS,Apache RTR 200,4V Dual ABS,2015,78846,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-06-03,"₹ 29,200"
PW_IND_10197,OLX,Lucknow,Uttar Pradesh,Suzuki,Burgman Street,EX,2015,92989,124.0,50.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-19,"17,100"
PW_IND_19291,CarTrade,Jaipur,Rajasthan,Royal Enfield,Hunter 350,Metro Rebel,2014,69243,349.0,36.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-08-21,"₹ 24,400"
PW_IND_18469,Bikes24,Kolkata,West Bengal,Bajaj,Pulsar NS200,Dual Channel ABS,2022,25400,199.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-03-06,108400
PW_IND_11955,OLX,Pune,Maharashtra,KTM,RC 390,Factory Racing,2013,108217,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-07,43600
PW_IND_13976,Quikr,Pune,Maharashtra,Yamaha,RayZR 125,Fi Hybrid,2019,47147,125.0,54.0,Automatic,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-03-05,"₹ 27,500.00"
PW_IND_18419,Bikes24,Hyderabad,Telangana,KTM,RC 390,Factory Racing,2015,94633,373.0,27.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-05-17,"₹ 102,700.00"
PW_IND_14150,BikeDekho,Jaipur,Rajasthan,Honda,Activa 6G,DLX,2016,71672,110.0,55.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-20,"₹ 17,500"
PW_IND_18936,Bikes24,Bengaluru,Karnataka,KTM,RC 390,Factory Racing,2012,158749,373.0,27.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-06-07,"₹77,400"
PW_IND_16881,BikeWale,Delhi-NCR,Delhi,TVS,Raider 125,Split Seat,2018,78408,125.0,57.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-21,28000
PW_IND_12204,OLX,Bengaluru,Karnataka,Suzuki,Gixxer SF 150,Standard ABS,2018,62886,155.0,45.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-01-12,"₹45,700"
PW_IND_11659,OLX,Hyderabad,Telangana,Royal Enfield,Classic 350,Dual Channel ABS,2017,61024,349.0,,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-03-03,"₹60,600"
PW_IND_16148,BikeWale,Delhi-NCR,Delhi,Suzuki,Access 125,Ride Connect,2019,62175,124.0,52.0,Automatic,Petrol,1st Owner,Dealer,6 Months Warranty,Third-Party,2026-04-23,"32,800"
PW_IND_16369,BikeWale,Mumbai,Maharashtra,Royal Enfield,Himalayan,Pine Green,2019,95220,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-26,61300
PW_IND_16700,BikeWale,Chennai,Tamil Nadu,KTM,RC 390,Factory Racing,2019,85104,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-03,89400
PW_IND_19767,CarTrade,Chennai,Tamil Nadu,Honda,CB Shine,SP,2015,110715,125.0,58.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-22,"₹ 15,600.00"
PW_IND_16728,BikeWale,Jaipur,Rajasthan,KTM,RC 390,Factory Racing,2012,129316,373.0,27.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-07-20,"₹ 39,700"
PW_IND_13111,Quikr,Chennai,Tamil Nadu,KTM,RC 200,GP Edition,2017,76599,199.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-08,"59,300"
PW_IND_15792,BikeDekho,Lucknow,Uttar Pradesh,KTM,RC 200,GP Edition,2024,19224,199.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,2026-03-10,203500
PW_IND_11780,OLX,Jaipur,Rajasthan,Honda,Unicorn,Standard,2016,76863,160.0,50.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-04,21300
PW_IND_10017,OLX,Delhi-NCR,Delhi,Honda,Activa 6G,DLX,2016,98812,110.0,55.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-05-14,"₹ 16,500.00"
PW_IND_19948,CarTrade,Ahmedabad,Gujarat,Suzuki,Burgman Street,EX,2023,20549,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-13,"₹ 71,000.00"
PW_IND_10810,OLX,Ahmedabad,Gujarat,Honda,Hornet 2.0,ABS,2020,60118,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-08,"₹60,700"
PW_IND_11966,OLX,Delhi-NCR,Delhi,KTM,Duke 200,Electronic Orange,2018,64690,199.0,33.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-04-21,"36,600"
PW_IND_18232,Bikes24,Kolkata,West Bengal,Yamaha,MT-15,V2 MotoGP,2017,61156,155.0,44.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-01-24,46200
PW_IND_16401,BikeWale,Bengaluru,Karnataka,Suzuki,Gixxer SF 150,Standard ABS,2021,51464,155.0,45.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-04-23,"₹ 77,600"
PW_IND_18707,Bikes24,Pune,Maharashtra,Royal Enfield,Hunter 350,Metro Rebel,2018,77777,349.0,36.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-02-18,"₹ 87,400"
PW_IND_16345,BikeWale,Hyderabad,Telangana,Yamaha,MT-15,V2 MotoGP,2018,99467,155.0,44.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-12,"₹ 39,600.00"
PW_IND_17197,Droom,Hyderabad,Telangana,Bajaj,Platina 100,ES Drum,2018,65577,102.0,72.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Third-Party,2026-07-16,"₹23,600"
PW_IND_11980,OLX,Hyderabad,Telangana,Suzuki,Burgman Street,EX,2014,70792,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-15,"₹ 17,000.00"
PW_IND_16955,BikeWale,Chennai,Tamil Nadu,Suzuki,Gixxer SF 150,Standard ABS,2015,122824,155.0,45.0,Manual,Petrol,3rd Owner,Dealer,No Warranty,Comprehensive,2026-06-25,"₹ 20,900.00"
PW_IND_13045,Quikr,Mumbai,Maharashtra,TVS,Sport,ES,2021,43926,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-20,"₹38,500"
PW_IND_14805,BikeDekho,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,Dual Channel ABS,2015,62009,199.0,40.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-03-21,"32,300"
PW_IND_13766,Quikr,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,Dual Channel ABS,2021,47206,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-22,"₹ 116,300.00"
PW_IND_12687,OLX,Mumbai,Maharashtra,Yamaha,FZ-S FI,V4 Deluxe,2016,96407,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-21,"31,000"
PW_IND_19088,CarTrade,Bengaluru,Karnataka,Suzuki,Burgman Street,EX,2020,39887,124.0,50.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-03-26,53800
PW_IND_17125,Droom,Chennai,Tamil Nadu,Yamaha,FZ-S FI,V4 Deluxe,2017,69276,149.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-01-02,46000
PW_IND_11808,OLX,Kolkata,West Bengal,Suzuki,Access 125,Ride Connect,2014,71146,124.0,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-03,"₹ 15,400.00"
PW_IND_19964,CarTrade,Bengaluru,Karnataka,Hero,Xpulse 200,4V Rally,2022,32448,200.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-26,102200
PW_IND_19828,CarTrade,Bengaluru,Karnataka,Bajaj,Dominar 400,Touring Edition,2016,124292,,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-07,"₹ 52,400.00"
PW_IND_19883,CarTrade,Pune,Maharashtra,Hero,Xpulse 200,4V Rally,2019,59880,200.0,40.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-07-05,"₹ 41,700"
PW_IND_18367,Bikes24,Hyderabad,Telangana,Bajaj,Pulsar 125,Neon,2018,62073,125.0,52.0,Manual,Petrol,3rd Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-07-02,34400
